,ID,Matrix
0,760.0,"[2.55153195e-01 3.32021359e-01 3.84615385e-01 5.00000000e-01
 1.78175215e-01 4.85867358e-01 5.00000000e-01 3.84615385e-01
 3.70482897e-01 7.60000000e+02]"
