,ID,Matrix
0,481.0,"[3.33333333e-01 1.66666675e-01 5.00000000e-01 3.33333333e-01
 1.66666867e-01 3.33333333e-01 3.33333333e-01 3.33333342e-01
 1.66666675e-01 4.81000000e+02]"
