,ID,Matrix,Price
0,260.0,"[0.0e+00 3.0e-01 2.0e-01 4.0e-01 3.0e-01 4.0e-01 3.0e-01 2.0e-01 1.0e-01
 6.0e-01 2.6e+02]",0.6
