,ID,Matrix
0,181.0,"[3.33333333e-01 3.33333333e-01 5.00000000e-01 5.00000000e-01
 1.66666738e-01 5.00000000e-01 3.33333333e-01 5.00000000e-01
 3.33333333e-01 1.81000000e+02]"
