,ID,Matrix,Price
0,267.0,"[5.00000000e-01 5.00000000e-01 6.63927675e-01 5.00000000e-01
 3.24499057e-01 5.00000000e-01 3.24499057e-01 5.00000000e-01
 3.24499057e-01 2.00000000e-01 2.67000000e+02]",0.2
