,ID,Matrix
0,484.0,"[7.43149775e-02 1.45743549e-01 4.28571429e-01 2.85714286e-01
 7.43149775e-02 2.14285714e-01 2.14285714e-01 2.14285714e-01
 7.43149775e-02 4.84000000e+02]"
