,ID,Matrix,Price
0,202.0,"[1.11132208e-01 3.33333333e-01 1.96885983e-01 2.52441539e-01
 1.11132208e-01 4.44444444e-01 3.88909985e-01 2.22222222e-01
 2.22222222e-01 2.00000000e-01 2.02000000e+02]",0.2
