,ID,Matrix
0,762.0,"[2.78763577e-01 3.58974360e-01 4.23076924e-01 3.46183641e-01
 2.56440254e-01 3.97435897e-01 3.71824866e-01 3.46183640e-01
 2.69308251e-01 7.62000000e+02]"
