,ID,Matrix,Price
0,673.0,"[4.49206099e-01 4.49206099e-01 6.99206071e-01 5.00000000e-01
 4.49206099e-01 5.00000000e-01 4.49206099e-01 4.49206099e-01
 4.49206099e-01 3.00000000e-01 6.73000000e+02]",0.3
