,ID,Matrix
0,44.0,"[9.32587341e-15 5.00000000e-01 5.00000000e-01 5.00000000e-01
 5.00000000e-01 9.32587341e-15 5.00000000e-01 5.00000000e-01
 5.00000000e-01 4.40000000e+01]"
