,ID,Matrix,Price
0,773.0,"[3.48858427e-01 3.98154682e-01 4.52544439e-01 4.25774556e-01
 3.70886287e-01 4.47113988e-01 4.41818115e-01 3.97758979e-01
 3.53329493e-01 6.00000000e-01 7.73000000e+02]",0.6
