,ID,Matrix,Price
0,256.0,"[2.21118766e-01 3.15079109e-01 3.93442630e-01 3.93499321e-01
 3.06214518e-01 4.34426230e-01 3.68852459e-01 3.69293977e-01
 2.86955200e-01 3.00000000e-01 2.56000000e+02]",0.3
