,ID,Matrix,Price
0,205.0,"[5.00e-01 5.00e-01 5.00e-01 5.00e-01 5.00e-01 5.00e-01 5.00e-01 5.00e-01
 5.00e-01 1.00e-01 2.05e+02]",0.1
