,ID,Matrix,Price
0,649.0,"[9.77057083e-02 1.73076923e-01 3.26923077e-01 4.42307692e-01
 1.92307692e-01 1.92307693e-01 1.92307693e-01 1.73076923e-01
 2.30769231e-01 6.00000000e-01 6.49000000e+02]",0.6
