,ID,Matrix
0,571.0,"[2.50000000e-01 1.67683135e-01 5.00000000e-01 3.33333333e-01
 8.41963383e-02 4.16666667e-01 2.50000000e-01 3.33333333e-01
 2.50000000e-01 5.71000000e+02]"
