,ID,Matrix,Price
0,772.0,"[2.51302655e-01 3.32148054e-01 4.16666667e-01 4.43259146e-01
 3.32148035e-01 3.64541584e-01 3.88888889e-01 3.87703590e-01
 3.04370276e-01 2.00000000e-01 7.72000000e+02]",0.2
