,ID,Matrix,Price
0,653.0,"[3.00010671e-01 3.04151655e-01 5.00000000e-01 3.00000190e-01
 4.00000000e-01 5.00000000e-01 5.00000000e-01 2.00018571e-01
 2.00010861e-01 3.00000000e-01 6.53000000e+02]",0.3
