,ID,Matrix,Price
0,264.0,"[2.04541947e-01 3.67187500e-01 3.59376497e-01 3.83208938e-01
 3.12534814e-01 3.98437500e-01 3.82812501e-01 3.35937500e-01
 3.01869161e-01 5.00000000e-01 2.64000000e+02]",0.5
