,ID,Matrix,Price
0,658.0,"[2.63158537e-02 1.31578947e-01 2.63157895e-01 4.21052632e-01
 1.57894737e-01 2.36842105e-01 3.15789474e-01 1.57894801e-01
 1.05263158e-01 7.00000000e-01 6.58000000e+02]",0.7
