,ID,Matrix
0,140.0,"[1.08105938e-01 1.74276335e-01 3.56060606e-01 3.93939394e-01
 1.66665540e-01 2.65151515e-01 2.12120085e-01 2.72727273e-01
 1.22857951e-01 1.40000000e+02]"
