,ID,Matrix,Price
0,259.0,"[2.85714286e-01 3.57142857e-01 4.28571429e-01 3.57142857e-01
 2.85714286e-01 3.57142857e-01 2.85714286e-01 2.85714286e-01
 2.85714286e-01 2.00000000e-01 2.59000000e+02]",0.2
